areaunit,empirical,estimate,adjusted_estimate,empirical_density,estimate_density,adjusted_estimate_density
519300,0.00297729810197246,0.0024252426867717937,0.0023691703352757636,0.0009733987511588024,0.0007929095850350692,0.0007745772733043045
519400,0.0038456767150477607,0.00440390520269705,0.004302085569623744,0.0023971054264331332,0.0027450630516015952,0.002681596355609595
520201,0.0027291899268080885,0.005585096701279817,0.005455967560067836,0.0015890991210628929,0.003251980440011023,0.0031767936592054986
519500,0.0017367572261506017,0.0005027619059340172,0.0004911378971442532,0.0004061181224049079,0.0001175643424309729,0.00011484621893424202
519710,0.001612703138568416,0.003566775510368411,0.0034843105714096535,0.0020083771325262512,0.004441877863670239,0.004339180291079811
519720,0.0018608113137327876,0.002970507124139409,0.002901828092348196,0.0021366201278689417,0.0034107946703540695,0.003331936056047123
519810,0.002108919488897159,0.0036602110597963866,0.0035755858624031533,0.0012460912742150564,0.0021626985228264135,0.00211269627257191
520602,0.0026051358392259025,0.002584177175479087,0.0025244302100715316,0.0024405417270693315,0.002420907244810273,0.002364935130056274
523713,0.00012405408758218582,0.003171728030218292,0.0030983967096332417,1.2779226987190883e-05,0.0003267303256971906,0.0003191762207959234
523721,0.007195137079766778,0.004477742476182976,0.004374215702799549,0.007802918326698353,0.004855982372857909,0.004743710577563125
521501,0.001984865401314973,0.003254100344202601,0.003178864550564828,0.001389754402202028,0.00227844179034337,0.0022257635204002355
523722,0.004714055328123062,0.0046838601404267126,0.004575567863705392,0.003047475489442358,0.003027955333653187,0.0029579480817154944
521502,0.0024810817516437165,0.00446620319345686,0.004362943211813725,0.0012653119705138866,0.002277692123479782,0.002225031186063454
521601,0.0012405408758218582,0.002283272746521923,0.0022304827833967483,0.0015722692077018681,0.002893834054249096,0.0028269277272468182
521602,0.001984865401314973,0.006016176169215343,0.005877080339069243,0.0010827096010272252,0.003281719604546117,0.0032058452451753194
521801,0.003225406277136832,0.0027872469037460053,0.002722804904211064,0.004857455446384335,0.004197588300422516,0.004100538777131216
521802,0.00446594715295869,0.0035441383598317716,0.003462196798705955,0.004963218462945168,0.0039387687180972705,0.0038477031825830924
521901,0.010172435181739239,0.00545317393548087,0.00532709488889841,0.00417097139081608,0.0022359476435755274,0.002184251851281779
521803,0.0033494603647190174,0.001992528454698177,0.0019464605883823347,0.004276365875510276,0.0025439264125668515,0.0024851100570888957
521902,0.0013645949634040443,0.00012584533468057308,0.00012293575211432797,0.0019305332868246221,0.00017803715689114445,0.00017392088345797216
522100,0.005830542116362734,0.005575310529203576,0.005446407647278326,0.004066336662655572,0.0038883330500205774,0.0037984336025534875
522201,0.00446594715295869,0.0056531156252971285,0.0055224138657914475,0.0032044348302471388,0.004056259509724659,0.003962477551230789
522601,0.002357027664061531,0.004950931345156204,0.00483646430062804,0.0009191469007017016,0.0019306660124836094,0.00188602842472223
522603,0.0003721622627465575,0.0016675202942462355,0.0016289667158453055,0.0004741219815168684,0.0021243637662049057,0.002075247827229484
522604,0.0008683786130753009,0.002221414750673871,0.0021700549633018075,0.0009426754771093736,0.0024114748779144627,0.002355720842363385
522711,0.0006202704379109291,0.002498611623522408,0.0024408429598045916,0.0006242611270473597,0.0025146871635654466,0.00245654682845297
522712,0.0017367572261506017,0.002831751686501395,0.0027662807227990635,0.0015500509398576417,0.0025273304161420713,0.002468897765169249
522721,0.002232973576479345,0.002014973465581508,0.0019683866637601813,0.005198140483444296,0.004690657898880952,0.004582208455908391
